Date,Adj Close
2005-06-20,4193.39990234375
2005-06-21,4222.02001953125
2005-06-22,4229.5498046875
2005-06-23,4240.18017578125
2005-06-24,4199.8701171875
2005-06-27,4157.68017578125
2005-06-28,4194.330078125
2005-06-29,4231.8798828125
2005-06-30,4229.35009765625
2005-07-01,4269.6201171875
2005-07-04,4264.60009765625
2005-07-05,4252.75
2005-07-06,4279.9501953125
2005-07-07,4220.6201171875
2005-07-08,4300.31005859375
2005-07-11,4321.56005859375
2005-07-12,4313.77978515625
2005-07-13,4343.6201171875
2005-07-14,4370.8798828125
2005-07-15,4373.77001953125
2005-07-18,4363.47021484375
2005-07-19,4424.25
2005-07-20,4418.39013671875
2005-07-21,4425.66015625
2005-07-22,4415.52001953125
2005-07-25,4422.1201171875
2005-07-26,4420.77978515625
2005-07-27,4433.1298828125
2005-07-28,4462.259765625
2005-07-29,4451.740234375
2005-08-01,4456.8701171875
2005-08-02,4503.330078125
2005-08-03,4495.47998046875
2005-08-04,4458.97021484375
2005-08-05,4421.7001953125
2005-08-08,4441.009765625
2005-08-09,4491.68994140625
2005-08-10,4527.10986328125
2005-08-11,4509.10009765625
2005-08-12,4476.47998046875
2005-08-15,4466.580078125
2005-08-16,4444.56982421875
2005-08-17,4439.6298828125
2005-08-18,4430.06982421875
2005-08-19,4487.89990234375
2005-08-22,4485.93994140625
2005-08-23,4436.56005859375
2005-08-24,4424.43017578125
2005-08-25,4378.509765625
2005-08-26,4342.7001953125
2005-08-29,4361.27001953125
2005-08-30,4356.66015625
2005-08-31,4399.35986328125
2005-09-01,4424.14990234375
2005-09-02,4404.9501953125
2005-09-05,4430.08984375
2005-09-06,4472.5498046875
2005-09-07,4486.18994140625
2005-09-08,4465.93994140625
2005-09-09,4491.68017578125
2005-09-12,4491.81982421875
2005-09-13,4453.41015625
2005-09-14,4470.43017578125
2005-09-15,4479.39013671875
2005-09-16,4509.490234375
2005-09-19,4505.68017578125
2005-09-20,4531.7998046875
2005-09-21,4468.06005859375
2005-09-22,4448.14990234375
2005-09-23,4477.2001953125
2005-09-26,4566.919921875
2005-09-27,4546.7998046875
2005-09-28,4599.6298828125
2005-09-29,4578.85986328125
2005-09-30,4600.02001953125
2005-10-03,4622.5400390625
2005-10-04,4650.240234375
2005-10-05,4594.10986328125
2005-10-06,4536.89990234375
2005-10-07,4528.7900390625
2005-10-10,4536.22021484375
2005-10-11,4549.68017578125
2005-10-12,4515.0498046875
2005-10-13,4470.1298828125
2005-10-14,4482.1298828125
2005-10-17,4489.2099609375
2005-10-18,4461.14013671875
2005-10-19,4375.08984375
2005-10-20,4390.66015625
2005-10-21,4366.52001953125
2005-10-24,4421.97021484375
2005-10-25,4396.990234375
2005-10-26,4412.7001953125
2005-10-27,4336.41015625
2005-10-28,4326.7099609375
2005-10-31,4436.4501953125
2005-11-01,4434.75
2005-11-02,4429.64990234375
2005-11-03,4502.02001953125
2005-11-04,4498.7001953125
2005-11-07,4503.64990234375
2005-11-08,4503.6201171875
2005-11-09,4480.22998046875
2005-11-10,4479.5
2005-11-11,4536.490234375
2005-11-14,4548.4501953125
2005-11-15,4543.14990234375
2005-11-16,4512.1298828125
2005-11-17,4523.18017578125
2005-11-18,4556.22998046875
2005-11-21,4586.3798828125
2005-11-22,4580.81005859375
2005-11-23,4608.64990234375
2005-11-24,4586.83984375
2005-11-25,4600.47998046875
2005-11-28,4575.31005859375
2005-11-29,4588.72998046875
2005-11-30,4567.41015625
2005-12-01,4636.4599609375
2005-12-02,4662.5
2005-12-05,4650.5400390625
2005-12-06,4677.2001953125
2005-12-07,4660.580078125
2005-12-08,4669.93017578125
2005-12-09,4661.009765625
2005-12-12,4673.1298828125
2005-12-13,4693.39990234375
2005-12-14,4674.85009765625
2005-12-15,4673.14013671875
2005-12-16,4704.41015625
2005-12-19,4694.85986328125
2005-12-20,4703.47998046875
2005-12-21,4752.41015625
2005-12-22,4751.9599609375
2005-12-23,4757.740234375
2005-12-27,4769.3798828125
2005-12-28,4756.93017578125
2005-12-29,4772.93017578125
2005-12-30,4715.22998046875
2006-01-02,4754.919921875
2006-01-03,4776.97998046875
2006-01-04,4838.52001953125
2006-01-05,4835.08984375
2006-01-06,4867.14990234375
2006-01-09,4875.08984375
2006-01-10,4861.93017578125
2006-01-11,4890.490234375
2006-01-12,4890.240234375
2006-01-13,4850.52978515625
2006-01-16,4856.08984375
2006-01-17,4807.14013671875
2006-01-18,4772.08984375
2006-01-19,4814.08984375
2006-01-20,4773.47998046875
2006-01-23,4751.990234375
2006-01-24,4748.31982421875
2006-01-25,4791.0
2006-01-26,4876.52001953125
2006-01-27,4956.60009765625
2006-01-30,4936.7900390625
2006-01-31,4947.990234375
2006-02-01,4999.39013671875
2006-02-02,4927.89013671875
2006-02-03,4937.56005859375
2006-02-06,4934.58984375
2006-02-07,4935.39990234375
2006-02-08,4895.080078125
2006-02-09,4955.740234375
2006-02-10,4910.81982421875
2006-02-13,4957.35986328125
2006-02-14,4961.33984375
2006-02-15,4934.08984375
2006-02-16,4973.08984375
2006-02-17,5000.0
2006-02-20,4979.93994140625
2006-02-21,4991.93017578125
2006-02-22,5041.60009765625
2006-02-23,5040.39013671875
2006-02-24,5073.9501953125
2006-02-27,5080.52001953125
2006-02-28,5000.4501953125
2006-03-01,5057.60986328125
2006-03-02,5009.08984375
2006-03-03,4989.14990234375
2006-03-06,5010.72021484375
2006-03-07,4992.2099609375
2006-03-08,4969.509765625
2006-03-09,5007.83984375
2006-03-10,5069.27001953125
2006-03-13,5107.47021484375
2006-03-14,5117.16015625
2006-03-15,5127.93017578125
2006-03-16,5126.009765625
2006-03-17,5141.080078125
2006-03-20,5138.509765625
2006-03-21,5148.56005859375
2006-03-22,5194.77978515625
2006-03-23,5194.77978515625
2006-03-24,5218.7099609375
2006-03-27,5162.43994140625
2006-03-28,5149.990234375
2006-03-29,5180.25
2006-03-30,5240.10009765625
2006-03-31,5220.85009765625
2006-04-03,5255.259765625
2006-04-04,5205.81005859375
2006-04-05,5221.02978515625
2006-04-06,5222.35986328125
2006-04-07,5174.9599609375
2006-04-10,5190.27001953125
2006-04-11,5112.60009765625
2006-04-12,5085.10986328125
2006-04-13,5102.6201171875
2006-04-18,5095.97021484375
2006-04-19,5158.14013671875
2006-04-20,5206.7900390625
2006-04-21,5252.3798828125
2006-04-24,5221.43994140625
2006-04-25,5235.33984375
2006-04-26,5252.31982421875
2006-04-27,5213.5498046875
2006-04-28,5188.39990234375
2006-05-02,5241.18994140625
2006-05-03,5193.93994140625
2006-05-04,5233.7001953125
2006-05-05,5286.39990234375
2006-05-08,5282.39990234375
2006-05-09,5312.18017578125
2006-05-10,5278.27001953125
2006-05-11,5262.93994140625
2006-05-12,5150.4501953125
2006-05-15,5064.85009765625
2006-05-16,5081.68994140625
2006-05-17,4920.31005859375
2006-05-18,4908.68994140625
2006-05-19,4944.56982421875
2006-05-22,4813.5
2006-05-23,4931.52978515625
2006-05-24,4870.02001953125
2006-05-25,4949.52978515625
2006-05-26,5045.08984375
2006-05-29,5015.31982421875
2006-05-30,4893.8701171875
2006-05-31,4930.18017578125
2006-06-01,4947.2900390625
2006-06-02,4959.7001953125
2006-06-05,4916.0400390625
2006-06-06,4797.919921875
2006-06-07,4824.77001953125
2006-06-08,4684.33984375
2006-06-09,4768.18017578125
2006-06-12,4723.18017578125
2006-06-13,4617.58984375
2006-06-14,4615.43994140625
2006-06-15,4724.580078125
2006-06-16,4694.89013671875
2006-06-19,4729.02001953125
2006-06-20,4770.419921875
2006-06-21,4774.72998046875
2006-06-22,4803.2900390625
2006-06-23,4817.6298828125
2006-06-26,4801.490234375
2006-06-27,4771.240234375
2006-06-28,4774.0
2006-06-29,4880.3798828125
2006-06-30,4965.9599609375
2006-07-03,4980.6201171875
2006-07-04,4983.8798828125
2006-07-05,4921.2998046875
2006-07-06,4966.4501953125
2006-07-07,4953.7099609375
2006-07-10,4982.47998046875
2006-07-11,4914.39013671875
2006-07-12,4941.72998046875
2006-07-13,4852.52001953125
2006-07-14,4780.7900390625
2006-07-17,4750.080078125
2006-07-18,4734.5400390625
2006-07-19,4846.5400390625
2006-07-20,4865.0400390625
2006-07-21,4818.5498046875
2006-07-24,4914.93017578125
2006-07-25,4933.1201171875
2006-07-26,4943.0
2006-07-27,5001.2099609375
2006-07-28,5028.509765625
2006-07-31,5009.419921875
2006-08-01,4948.22998046875
2006-08-02,5026.25
2006-08-03,4983.68017578125
2006-08-04,5040.9501953125
2006-08-07,4956.33984375
